Date,Year,Quarter,Month,MonthName,DayOfWeek,IsWeekend,Shift,ShiftStart,ShiftEnd,SeasonalIndex
2024-09-02,2024,Q3,9,September,Monday,No,Morning,06:00,14:00,1.597
2024-09-02,2024,Q3,9,September,Monday,No,Afternoon,14:00,22:00,1.597
2024-09-02,2024,Q3,9,September,Monday,No,Night,22:00,06:00,1.597
2024-09-03,2024,Q3,9,September,Tuesday,No,Morning,06:00,14:00,1.597
2024-09-03,2024,Q3,9,September,Tuesday,No,Afternoon,14:00,22:00,1.597
2024-09-03,2024,Q3,9,September,Tuesday,No,Night,22:00,06:00,1.597
2024-09-04,2024,Q3,9,September,Wednesday,No,Morning,06:00,14:00,1.597
2024-09-04,2024,Q3,9,September,Wednesday,No,Afternoon,14:00,22:00,1.597
2024-09-04,2024,Q3,9,September,Wednesday,No,Night,22:00,06:00,1.597
2024-09-05,2024,Q3,9,September,Thursday,No,Morning,06:00,14:00,1.598
2024-09-05,2024,Q3,9,September,Thursday,No,Afternoon,14:00,22:00,1.598
2024-09-05,2024,Q3,9,September,Thursday,No,Night,22:00,06:00,1.598
2024-09-06,2024,Q3,9,September,Friday,No,Morning,06:00,14:00,1.598
2024-09-06,2024,Q3,9,September,Friday,No,Afternoon,14:00,22:00,1.598
2024-09-06,2024,Q3,9,September,Friday,No,Night,22:00,06:00,1.598
2024-09-07,2024,Q3,9,September,Saturday,Yes,Morning,06:00,14:00,1.598
2024-09-07,2024,Q3,9,September,Saturday,Yes,Afternoon,14:00,22:00,1.598
2024-09-07,2024,Q3,9,September,Saturday,Yes,Night,22:00,06:00,1.598
2024-09-08,2024,Q3,9,September,Sunday,Yes,Morning,06:00,14:00,0.719
2024-09-08,2024,Q3,9,September,Sunday,Yes,Afternoon,14:00,22:00,0.719
2024-09-08,2024,Q3,9,September,Sunday,Yes,Night,22:00,06:00,0.719
2024-09-09,2024,Q3,9,September,Monday,No,Morning,06:00,14:00,1.598
2024-09-09,2024,Q3,9,September,Monday,No,Afternoon,14:00,22:00,1.598
2024-09-09,2024,Q3,9,September,Monday,No,Night,22:00,06:00,1.598
2024-09-10,2024,Q3,9,September,Tuesday,No,Morning,06:00,14:00,1.599
2024-09-10,2024,Q3,9,September,Tuesday,No,Afternoon,14:00,22:00,1.599
2024-09-10,2024,Q3,9,September,Tuesday,No,Night,22:00,06:00,1.599
2024-09-11,2024,Q3,9,September,Wednesday,No,Morning,06:00,14:00,1.599
2024-09-11,2024,Q3,9,September,Wednesday,No,Afternoon,14:00,22:00,1.599
2024-09-11,2024,Q3,9,September,Wednesday,No,Night,22:00,06:00,1.599
2024-09-12,2024,Q3,9,September,Thursday,No,Morning,06:00,14:00,1.599
2024-09-12,2024,Q3,9,September,Thursday,No,Afternoon,14:00,22:00,1.599
2024-09-12,2024,Q3,9,September,Thursday,No,Night,22:00,06:00,1.599
2024-09-13,2024,Q3,9,September,Friday,No,Morning,06:00,14:00,1.599
2024-09-13,2024,Q3,9,September,Friday,No,Afternoon,14:00,22:00,1.599
2024-09-13,2024,Q3,9,September,Friday,No,Night,22:00,06:00,1.599
2024-09-14,2024,Q3,9,September,Saturday,Yes,Morning,06:00,14:00,1.599
2024-09-14,2024,Q3,9,September,Saturday,Yes,Afternoon,14:00,22:00,1.599
2024-09-14,2024,Q3,9,September,Saturday,Yes,Night,22:00,06:00,1.599
2024-09-15,2024,Q3,9,September,Sunday,Yes,Morning,06:00,14:00,0.72
2024-09-15,2024,Q3,9,September,Sunday,Yes,Afternoon,14:00,22:00,0.72
2024-09-15,2024,Q3,9,September,Sunday,Yes,Night,22:00,06:00,0.72
2024-09-16,2024,Q3,9,September,Monday,No,Morning,06:00,14:00,1.6
2024-09-16,2024,Q3,9,September,Monday,No,Afternoon,14:00,22:00,1.6
2024-09-16,2024,Q3,9,September,Monday,No,Night,22:00,06:00,1.6
2024-09-17,2024,Q3,9,September,Tuesday,No,Morning,06:00,14:00,1.6
2024-09-17,2024,Q3,9,September,Tuesday,No,Afternoon,14:00,22:00,1.6
2024-09-17,2024,Q3,9,September,Tuesday,No,Night,22:00,06:00,1.6
2024-09-18,2024,Q3,9,September,Wednesday,No,Morning,06:00,14:00,1.6
2024-09-18,2024,Q3,9,September,Wednesday,No,Afternoon,14:00,22:00,1.6
2024-09-18,2024,Q3,9,September,Wednesday,No,Night,22:00,06:00,1.6
2024-09-19,2024,Q3,9,September,Thursday,No,Morning,06:00,14:00,1.6
2024-09-19,2024,Q3,9,September,Thursday,No,Afternoon,14:00,22:00,1.6
2024-09-19,2024,Q3,9,September,Thursday,No,Night,22:00,06:00,1.6
2024-09-20,2024,Q3,9,September,Friday,No,Morning,06:00,14:00,1.6
2024-09-20,2024,Q3,9,September,Friday,No,Afternoon,14:00,22:00,1.6
2024-09-20,2024,Q3,9,September,Friday,No,Night,22:00,06:00,1.6
2024-09-21,2024,Q3,9,September,Saturday,Yes,Morning,06:00,14:00,1.793
2024-09-21,2024,Q3,9,September,Saturday,Yes,Afternoon,14:00,22:00,1.793
2024-09-21,2024,Q3,9,September,Saturday,Yes,Night,22:00,06:00,1.793
2024-09-22,2024,Q3,9,September,Sunday,Yes,Morning,06:00,14:00,0.807
2024-09-22,2024,Q3,9,September,Sunday,Yes,Afternoon,14:00,22:00,0.807
2024-09-22,2024,Q3,9,September,Sunday,Yes,Night,22:00,06:00,0.807
2024-09-23,2024,Q3,9,September,Monday,No,Morning,06:00,14:00,1.793
2024-09-23,2024,Q3,9,September,Monday,No,Afternoon,14:00,22:00,1.793
2024-09-23,2024,Q3,9,September,Monday,No,Night,22:00,06:00,1.793
2024-09-24,2024,Q3,9,September,Tuesday,No,Morning,06:00,14:00,1.793
2024-09-24,2024,Q3,9,September,Tuesday,No,Afternoon,14:00,22:00,1.793
2024-09-24,2024,Q3,9,September,Tuesday,No,Night,22:00,06:00,1.793
2024-09-25,2024,Q3,9,September,Wednesday,No,Morning,06:00,14:00,1.794
2024-09-25,2024,Q3,9,September,Wednesday,No,Afternoon,14:00,22:00,1.794
2024-09-25,2024,Q3,9,September,Wednesday,No,Night,22:00,06:00,1.794
2024-09-26,2024,Q3,9,September,Thursday,No,Morning,06:00,14:00,1.794
2024-09-26,2024,Q3,9,September,Thursday,No,Afternoon,14:00,22:00,1.794
2024-09-26,2024,Q3,9,September,Thursday,No,Night,22:00,06:00,1.794
2024-09-27,2024,Q3,9,September,Friday,No,Morning,06:00,14:00,1.794
2024-09-27,2024,Q3,9,September,Friday,No,Afternoon,14:00,22:00,1.794
2024-09-27,2024,Q3,9,September,Friday,No,Night,22:00,06:00,1.794
2024-09-28,2024,Q3,9,September,Saturday,Yes,Morning,06:00,14:00,1.794
2024-09-28,2024,Q3,9,September,Saturday,Yes,Afternoon,14:00,22:00,1.794
2024-09-28,2024,Q3,9,September,Saturday,Yes,Night,22:00,06:00,1.794
2024-09-29,2024,Q3,9,September,Sunday,Yes,Morning,06:00,14:00,0.807
2024-09-29,2024,Q3,9,September,Sunday,Yes,Afternoon,14:00,22:00,0.807
2024-09-29,2024,Q3,9,September,Sunday,Yes,Night,22:00,06:00,0.807
2024-09-30,2024,Q3,9,September,Monday,No,Morning,06:00,14:00,1.795
2024-09-30,2024,Q3,9,September,Monday,No,Afternoon,14:00,22:00,1.795
2024-09-30,2024,Q3,9,September,Monday,No,Night,22:00,06:00,1.795
2024-10-01,2024,Q4,10,October,Tuesday,No,Morning,06:00,14:00,1.621
2024-10-01,2024,Q4,10,October,Tuesday,No,Afternoon,14:00,22:00,1.621
2024-10-01,2024,Q4,10,October,Tuesday,No,Night,22:00,06:00,1.621
2024-10-02,2024,Q4,10,October,Wednesday,No,Morning,06:00,14:00,1.621
2024-10-02,2024,Q4,10,October,Wednesday,No,Afternoon,14:00,22:00,1.621
2024-10-02,2024,Q4,10,October,Wednesday,No,Night,22:00,06:00,1.621
2024-10-03,2024,Q4,10,October,Thursday,No,Morning,06:00,14:00,1.622
2024-10-03,2024,Q4,10,October,Thursday,No,Afternoon,14:00,22:00,1.622
2024-10-03,2024,Q4,10,October,Thursday,No,Night,22:00,06:00,1.622
2024-10-04,2024,Q4,10,October,Friday,No,Morning,06:00,14:00,1.622
2024-10-04,2024,Q4,10,October,Friday,No,Afternoon,14:00,22:00,1.622
2024-10-04,2024,Q4,10,October,Friday,No,Night,22:00,06:00,1.622
2024-10-05,2024,Q4,10,October,Saturday,Yes,Morning,06:00,14:00,1.622
2024-10-05,2024,Q4,10,October,Saturday,Yes,Afternoon,14:00,22:00,1.622
2024-10-05,2024,Q4,10,October,Saturday,Yes,Night,22:00,06:00,1.622
2024-10-06,2024,Q4,10,October,Sunday,Yes,Morning,06:00,14:00,0.73
2024-10-06,2024,Q4,10,October,Sunday,Yes,Afternoon,14:00,22:00,0.73
2024-10-06,2024,Q4,10,October,Sunday,Yes,Night,22:00,06:00,0.73
2024-10-07,2024,Q4,10,October,Monday,No,Morning,06:00,14:00,1.622
2024-10-07,2024,Q4,10,October,Monday,No,Afternoon,14:00,22:00,1.622
2024-10-07,2024,Q4,10,October,Monday,No,Night,22:00,06:00,1.622
2024-10-08,2024,Q4,10,October,Tuesday,No,Morning,06:00,14:00,1.623
2024-10-08,2024,Q4,10,October,Tuesday,No,Afternoon,14:00,22:00,1.623
2024-10-08,2024,Q4,10,October,Tuesday,No,Night,22:00,06:00,1.623
2024-10-09,2024,Q4,10,October,Wednesday,No,Morning,06:00,14:00,1.623
2024-10-09,2024,Q4,10,October,Wednesday,No,Afternoon,14:00,22:00,1.623
2024-10-09,2024,Q4,10,October,Wednesday,No,Night,22:00,06:00,1.623
2024-10-10,2024,Q4,10,October,Thursday,No,Morning,06:00,14:00,1.623
2024-10-10,2024,Q4,10,October,Thursday,No,Afternoon,14:00,22:00,1.623
2024-10-10,2024,Q4,10,October,Thursday,No,Night,22:00,06:00,1.623
2024-10-11,2024,Q4,10,October,Friday,No,Morning,06:00,14:00,1.623
2024-10-11,2024,Q4,10,October,Friday,No,Afternoon,14:00,22:00,1.623
2024-10-11,2024,Q4,10,October,Friday,No,Night,22:00,06:00,1.623
2024-10-12,2024,Q4,10,October,Saturday,Yes,Morning,06:00,14:00,1.623
2024-10-12,2024,Q4,10,October,Saturday,Yes,Afternoon,14:00,22:00,1.623
2024-10-12,2024,Q4,10,October,Saturday,Yes,Night,22:00,06:00,1.623
2024-10-13,2024,Q4,10,October,Sunday,Yes,Morning,06:00,14:00,0.731
2024-10-13,2024,Q4,10,October,Sunday,Yes,Afternoon,14:00,22:00,0.731
2024-10-13,2024,Q4,10,October,Sunday,Yes,Night,22:00,06:00,0.731
2024-10-14,2024,Q4,10,October,Monday,No,Morning,06:00,14:00,1.624
2024-10-14,2024,Q4,10,October,Monday,No,Afternoon,14:00,22:00,1.624
2024-10-14,2024,Q4,10,October,Monday,No,Night,22:00,06:00,1.624
2024-10-15,2024,Q4,10,October,Tuesday,No,Morning,06:00,14:00,1.624
2024-10-15,2024,Q4,10,October,Tuesday,No,Afternoon,14:00,22:00,1.624
2024-10-15,2024,Q4,10,October,Tuesday,No,Night,22:00,06:00,1.624
2024-10-16,2024,Q4,10,October,Wednesday,No,Morning,06:00,14:00,1.624
2024-10-16,2024,Q4,10,October,Wednesday,No,Afternoon,14:00,22:00,1.624
2024-10-16,2024,Q4,10,October,Wednesday,No,Night,22:00,06:00,1.624
2024-10-17,2024,Q4,10,October,Thursday,No,Morning,06:00,14:00,1.624
2024-10-17,2024,Q4,10,October,Thursday,No,Afternoon,14:00,22:00,1.624
2024-10-17,2024,Q4,10,October,Thursday,No,Night,22:00,06:00,1.624
2024-10-18,2024,Q4,10,October,Friday,No,Morning,06:00,14:00,1.624
2024-10-18,2024,Q4,10,October,Friday,No,Afternoon,14:00,22:00,1.624
2024-10-18,2024,Q4,10,October,Friday,No,Night,22:00,06:00,1.624
2024-10-19,2024,Q4,10,October,Saturday,Yes,Morning,06:00,14:00,1.625
2024-10-19,2024,Q4,10,October,Saturday,Yes,Afternoon,14:00,22:00,1.625
2024-10-19,2024,Q4,10,October,Saturday,Yes,Night,22:00,06:00,1.625
2024-10-20,2024,Q4,10,October,Sunday,Yes,Morning,06:00,14:00,0.731
2024-10-20,2024,Q4,10,October,Sunday,Yes,Afternoon,14:00,22:00,0.731
2024-10-20,2024,Q4,10,October,Sunday,Yes,Night,22:00,06:00,0.731
2024-10-21,2024,Q4,10,October,Monday,No,Morning,06:00,14:00,1.625
2024-10-21,2024,Q4,10,October,Monday,No,Afternoon,14:00,22:00,1.625
2024-10-21,2024,Q4,10,October,Monday,No,Night,22:00,06:00,1.625
2024-10-22,2024,Q4,10,October,Tuesday,No,Morning,06:00,14:00,1.625
2024-10-22,2024,Q4,10,October,Tuesday,No,Afternoon,14:00,22:00,1.625
2024-10-22,2024,Q4,10,October,Tuesday,No,Night,22:00,06:00,1.625
2024-10-23,2024,Q4,10,October,Wednesday,No,Morning,06:00,14:00,1.625
2024-10-23,2024,Q4,10,October,Wednesday,No,Afternoon,14:00,22:00,1.625
2024-10-23,2024,Q4,10,October,Wednesday,No,Night,22:00,06:00,1.625
2024-10-24,2024,Q4,10,October,Thursday,No,Morning,06:00,14:00,1.626
2024-10-24,2024,Q4,10,October,Thursday,No,Afternoon,14:00,22:00,1.626
2024-10-24,2024,Q4,10,October,Thursday,No,Night,22:00,06:00,1.626
2024-10-25,2024,Q4,10,October,Friday,No,Morning,06:00,14:00,1.626
2024-10-25,2024,Q4,10,October,Friday,No,Afternoon,14:00,22:00,1.626
2024-10-25,2024,Q4,10,October,Friday,No,Night,22:00,06:00,1.626
2024-10-26,2024,Q4,10,October,Saturday,Yes,Morning,06:00,14:00,1.626
2024-10-26,2024,Q4,10,October,Saturday,Yes,Afternoon,14:00,22:00,1.626
2024-10-26,2024,Q4,10,October,Saturday,Yes,Night,22:00,06:00,1.626
2024-10-27,2024,Q4,10,October,Sunday,Yes,Morning,06:00,14:00,0.732
2024-10-27,2024,Q4,10,October,Sunday,Yes,Afternoon,14:00,22:00,0.732
2024-10-27,2024,Q4,10,October,Sunday,Yes,Night,22:00,06:00,0.732
2024-10-28,2024,Q4,10,October,Monday,No,Morning,06:00,14:00,1.626
2024-10-28,2024,Q4,10,October,Monday,No,Afternoon,14:00,22:00,1.626
2024-10-28,2024,Q4,10,October,Monday,No,Night,22:00,06:00,1.626
2024-10-29,2024,Q4,10,October,Tuesday,No,Morning,06:00,14:00,1.627
2024-10-29,2024,Q4,10,October,Tuesday,No,Afternoon,14:00,22:00,1.627
2024-10-29,2024,Q4,10,October,Tuesday,No,Night,22:00,06:00,1.627
2024-10-30,2024,Q4,10,October,Wednesday,No,Morning,06:00,14:00,1.627
2024-10-30,2024,Q4,10,October,Wednesday,No,Afternoon,14:00,22:00,1.627
2024-10-30,2024,Q4,10,October,Wednesday,No,Night,22:00,06:00,1.627
2024-10-31,2024,Q4,10,October,Thursday,No,Morning,06:00,14:00,1.627
2024-10-31,2024,Q4,10,October,Thursday,No,Afternoon,14:00,22:00,1.627
2024-10-31,2024,Q4,10,October,Thursday,No,Night,22:00,06:00,1.627
2024-11-01,2024,Q4,11,November,Friday,No,Morning,06:00,14:00,1.141
2024-11-01,2024,Q4,11,November,Friday,No,Afternoon,14:00,22:00,1.141
2024-11-01,2024,Q4,11,November,Friday,No,Night,22:00,06:00,1.141
2024-11-02,2024,Q4,11,November,Saturday,Yes,Morning,06:00,14:00,1.142
2024-11-02,2024,Q4,11,November,Saturday,Yes,Afternoon,14:00,22:00,1.142
2024-11-02,2024,Q4,11,November,Saturday,Yes,Night,22:00,06:00,1.142
2024-11-03,2024,Q4,11,November,Sunday,Yes,Morning,06:00,14:00,0.514
2024-11-03,2024,Q4,11,November,Sunday,Yes,Afternoon,14:00,22:00,0.514
2024-11-03,2024,Q4,11,November,Sunday,Yes,Night,22:00,06:00,0.514
2024-11-04,2024,Q4,11,November,Monday,No,Morning,06:00,14:00,1.142
2024-11-04,2024,Q4,11,November,Monday,No,Afternoon,14:00,22:00,1.142
2024-11-04,2024,Q4,11,November,Monday,No,Night,22:00,06:00,1.142
2024-11-05,2024,Q4,11,November,Tuesday,No,Morning,06:00,14:00,1.142
2024-11-05,2024,Q4,11,November,Tuesday,No,Afternoon,14:00,22:00,1.142
2024-11-05,2024,Q4,11,November,Tuesday,No,Night,22:00,06:00,1.142
2024-11-06,2024,Q4,11,November,Wednesday,No,Morning,06:00,14:00,1.142
2024-11-06,2024,Q4,11,November,Wednesday,No,Afternoon,14:00,22:00,1.142
2024-11-06,2024,Q4,11,November,Wednesday,No,Night,22:00,06:00,1.142
2024-11-07,2024,Q4,11,November,Thursday,No,Morning,06:00,14:00,1.142
2024-11-07,2024,Q4,11,November,Thursday,No,Afternoon,14:00,22:00,1.142
2024-11-07,2024,Q4,11,November,Thursday,No,Night,22:00,06:00,1.142
2024-11-08,2024,Q4,11,November,Friday,No,Morning,06:00,14:00,1.142
2024-11-08,2024,Q4,11,November,Friday,No,Afternoon,14:00,22:00,1.142
2024-11-08,2024,Q4,11,November,Friday,No,Night,22:00,06:00,1.142
2024-11-09,2024,Q4,11,November,Saturday,Yes,Morning,06:00,14:00,1.143
2024-11-09,2024,Q4,11,November,Saturday,Yes,Afternoon,14:00,22:00,1.143
2024-11-09,2024,Q4,11,November,Saturday,Yes,Night,22:00,06:00,1.143
2024-11-10,2024,Q4,11,November,Sunday,Yes,Morning,06:00,14:00,0.514
2024-11-10,2024,Q4,11,November,Sunday,Yes,Afternoon,14:00,22:00,0.514
2024-11-10,2024,Q4,11,November,Sunday,Yes,Night,22:00,06:00,0.514
2024-11-11,2024,Q4,11,November,Monday,No,Morning,06:00,14:00,1.143
2024-11-11,2024,Q4,11,November,Monday,No,Afternoon,14:00,22:00,1.143
2024-11-11,2024,Q4,11,November,Monday,No,Night,22:00,06:00,1.143
2024-11-12,2024,Q4,11,November,Tuesday,No,Morning,06:00,14:00,1.143
2024-11-12,2024,Q4,11,November,Tuesday,No,Afternoon,14:00,22:00,1.143
2024-11-12,2024,Q4,11,November,Tuesday,No,Night,22:00,06:00,1.143
2024-11-13,2024,Q4,11,November,Wednesday,No,Morning,06:00,14:00,1.143
2024-11-13,2024,Q4,11,November,Wednesday,No,Afternoon,14:00,22:00,1.143
2024-11-13,2024,Q4,11,November,Wednesday,No,Night,22:00,06:00,1.143
2024-11-14,2024,Q4,11,November,Thursday,No,Morning,06:00,14:00,1.143
2024-11-14,2024,Q4,11,November,Thursday,No,Afternoon,14:00,22:00,1.143
2024-11-14,2024,Q4,11,November,Thursday,No,Night,22:00,06:00,1.143
2024-11-15,2024,Q4,11,November,Friday,No,Morning,06:00,14:00,1.143
2024-11-15,2024,Q4,11,November,Friday,No,Afternoon,14:00,22:00,1.143
2024-11-15,2024,Q4,11,November,Friday,No,Night,22:00,06:00,1.143
2024-11-16,2024,Q4,11,November,Saturday,Yes,Morning,06:00,14:00,1.144
2024-11-16,2024,Q4,11,November,Saturday,Yes,Afternoon,14:00,22:00,1.144
2024-11-16,2024,Q4,11,November,Saturday,Yes,Night,22:00,06:00,1.144
2024-11-17,2024,Q4,11,November,Sunday,Yes,Morning,06:00,14:00,0.515
2024-11-17,2024,Q4,11,November,Sunday,Yes,Afternoon,14:00,22:00,0.515
2024-11-17,2024,Q4,11,November,Sunday,Yes,Night,22:00,06:00,0.515
2024-11-18,2024,Q4,11,November,Monday,No,Morning,06:00,14:00,1.144
2024-11-18,2024,Q4,11,November,Monday,No,Afternoon,14:00,22:00,1.144
2024-11-18,2024,Q4,11,November,Monday,No,Night,22:00,06:00,1.144
2024-11-19,2024,Q4,11,November,Tuesday,No,Morning,06:00,14:00,1.144
2024-11-19,2024,Q4,11,November,Tuesday,No,Afternoon,14:00,22:00,1.144
2024-11-19,2024,Q4,11,November,Tuesday,No,Night,22:00,06:00,1.144
2024-11-20,2024,Q4,11,November,Wednesday,No,Morning,06:00,14:00,1.144
2024-11-20,2024,Q4,11,November,Wednesday,No,Afternoon,14:00,22:00,1.144
2024-11-20,2024,Q4,11,November,Wednesday,No,Night,22:00,06:00,1.144
2024-11-21,2024,Q4,11,November,Thursday,No,Morning,06:00,14:00,1.144
2024-11-21,2024,Q4,11,November,Thursday,No,Afternoon,14:00,22:00,1.144
2024-11-21,2024,Q4,11,November,Thursday,No,Night,22:00,06:00,1.144
2024-11-22,2024,Q4,11,November,Friday,No,Morning,06:00,14:00,1.144
2024-11-22,2024,Q4,11,November,Friday,No,Afternoon,14:00,22:00,1.144
2024-11-22,2024,Q4,11,November,Friday,No,Night,22:00,06:00,1.144
2024-11-23,2024,Q4,11,November,Saturday,Yes,Morning,06:00,14:00,1.144
2024-11-23,2024,Q4,11,November,Saturday,Yes,Afternoon,14:00,22:00,1.144
2024-11-23,2024,Q4,11,November,Saturday,Yes,Night,22:00,06:00,1.144
2024-11-24,2024,Q4,11,November,Sunday,Yes,Morning,06:00,14:00,0.515
2024-11-24,2024,Q4,11,November,Sunday,Yes,Afternoon,14:00,22:00,0.515
2024-11-24,2024,Q4,11,November,Sunday,Yes,Night,22:00,06:00,0.515
2024-11-25,2024,Q4,11,November,Monday,No,Morning,06:00,14:00,1.145
2024-11-25,2024,Q4,11,November,Monday,No,Afternoon,14:00,22:00,1.145
2024-11-25,2024,Q4,11,November,Monday,No,Night,22:00,06:00,1.145
2024-11-26,2024,Q4,11,November,Tuesday,No,Morning,06:00,14:00,1.145
2024-11-26,2024,Q4,11,November,Tuesday,No,Afternoon,14:00,22:00,1.145
2024-11-26,2024,Q4,11,November,Tuesday,No,Night,22:00,06:00,1.145
2024-11-27,2024,Q4,11,November,Wednesday,No,Morning,06:00,14:00,1.145
2024-11-27,2024,Q4,11,November,Wednesday,No,Afternoon,14:00,22:00,1.145
2024-11-27,2024,Q4,11,November,Wednesday,No,Night,22:00,06:00,1.145
2024-11-28,2024,Q4,11,November,Thursday,No,Morning,06:00,14:00,1.145
2024-11-28,2024,Q4,11,November,Thursday,No,Afternoon,14:00,22:00,1.145
2024-11-28,2024,Q4,11,November,Thursday,No,Night,22:00,06:00,1.145
2024-11-29,2024,Q4,11,November,Friday,No,Morning,06:00,14:00,1.145
2024-11-29,2024,Q4,11,November,Friday,No,Afternoon,14:00,22:00,1.145
2024-11-29,2024,Q4,11,November,Friday,No,Night,22:00,06:00,1.145
2024-11-30,2024,Q4,11,November,Saturday,Yes,Morning,06:00,14:00,1.145
2024-11-30,2024,Q4,11,November,Saturday,Yes,Afternoon,14:00,22:00,1.145
2024-11-30,2024,Q4,11,November,Saturday,Yes,Night,22:00,06:00,1.145
2024-12-01,2024,Q4,12,December,Sunday,Yes,Morning,06:00,14:00,0.469
2024-12-01,2024,Q4,12,December,Sunday,Yes,Afternoon,14:00,22:00,0.469
2024-12-01,2024,Q4,12,December,Sunday,Yes,Night,22:00,06:00,0.469
2024-12-02,2024,Q4,12,December,Monday,No,Morning,06:00,14:00,1.042
2024-12-02,2024,Q4,12,December,Monday,No,Afternoon,14:00,22:00,1.042
2024-12-02,2024,Q4,12,December,Monday,No,Night,22:00,06:00,1.042
2024-12-03,2024,Q4,12,December,Tuesday,No,Morning,06:00,14:00,1.042
2024-12-03,2024,Q4,12,December,Tuesday,No,Afternoon,14:00,22:00,1.042
2024-12-03,2024,Q4,12,December,Tuesday,No,Night,22:00,06:00,1.042
2024-12-04,2024,Q4,12,December,Wednesday,No,Morning,06:00,14:00,1.042
2024-12-04,2024,Q4,12,December,Wednesday,No,Afternoon,14:00,22:00,1.042
2024-12-04,2024,Q4,12,December,Wednesday,No,Night,22:00,06:00,1.042
2024-12-05,2024,Q4,12,December,Thursday,No,Morning,06:00,14:00,1.042
2024-12-05,2024,Q4,12,December,Thursday,No,Afternoon,14:00,22:00,1.042
2024-12-05,2024,Q4,12,December,Thursday,No,Night,22:00,06:00,1.042
2024-12-06,2024,Q4,12,December,Friday,No,Morning,06:00,14:00,1.042
2024-12-06,2024,Q4,12,December,Friday,No,Afternoon,14:00,22:00,1.042
2024-12-06,2024,Q4,12,December,Friday,No,Night,22:00,06:00,1.042
2024-12-07,2024,Q4,12,December,Saturday,Yes,Morning,06:00,14:00,1.042
2024-12-07,2024,Q4,12,December,Saturday,Yes,Afternoon,14:00,22:00,1.042
2024-12-07,2024,Q4,12,December,Saturday,Yes,Night,22:00,06:00,1.042
2024-12-08,2024,Q4,12,December,Sunday,Yes,Morning,06:00,14:00,0.469
2024-12-08,2024,Q4,12,December,Sunday,Yes,Afternoon,14:00,22:00,0.469
2024-12-08,2024,Q4,12,December,Sunday,Yes,Night,22:00,06:00,0.469
2024-12-09,2024,Q4,12,December,Monday,No,Morning,06:00,14:00,1.042
2024-12-09,2024,Q4,12,December,Monday,No,Afternoon,14:00,22:00,1.042
2024-12-09,2024,Q4,12,December,Monday,No,Night,22:00,06:00,1.042
2024-12-10,2024,Q4,12,December,Tuesday,No,Morning,06:00,14:00,1.043
2024-12-10,2024,Q4,12,December,Tuesday,No,Afternoon,14:00,22:00,1.043
2024-12-10,2024,Q4,12,December,Tuesday,No,Night,22:00,06:00,1.043
2024-12-11,2024,Q4,12,December,Wednesday,No,Morning,06:00,14:00,1.043
2024-12-11,2024,Q4,12,December,Wednesday,No,Afternoon,14:00,22:00,1.043
2024-12-11,2024,Q4,12,December,Wednesday,No,Night,22:00,06:00,1.043
2024-12-12,2024,Q4,12,December,Thursday,No,Morning,06:00,14:00,1.043
2024-12-12,2024,Q4,12,December,Thursday,No,Afternoon,14:00,22:00,1.043
2024-12-12,2024,Q4,12,December,Thursday,No,Night,22:00,06:00,1.043
2024-12-13,2024,Q4,12,December,Friday,No,Morning,06:00,14:00,1.043
2024-12-13,2024,Q4,12,December,Friday,No,Afternoon,14:00,22:00,1.043
2024-12-13,2024,Q4,12,December,Friday,No,Night,22:00,06:00,1.043
2024-12-14,2024,Q4,12,December,Saturday,Yes,Morning,06:00,14:00,1.043
2024-12-14,2024,Q4,12,December,Saturday,Yes,Afternoon,14:00,22:00,1.043
2024-12-14,2024,Q4,12,December,Saturday,Yes,Night,22:00,06:00,1.043
2024-12-15,2024,Q4,12,December,Sunday,Yes,Morning,06:00,14:00,0.469
2024-12-15,2024,Q4,12,December,Sunday,Yes,Afternoon,14:00,22:00,0.469
2024-12-15,2024,Q4,12,December,Sunday,Yes,Night,22:00,06:00,0.469
2024-12-16,2024,Q4,12,December,Monday,No,Morning,06:00,14:00,1.043
2024-12-16,2024,Q4,12,December,Monday,No,Afternoon,14:00,22:00,1.043
2024-12-16,2024,Q4,12,December,Monday,No,Night,22:00,06:00,1.043
2024-12-17,2024,Q4,12,December,Tuesday,No,Morning,06:00,14:00,1.043
2024-12-17,2024,Q4,12,December,Tuesday,No,Afternoon,14:00,22:00,1.043
2024-12-17,2024,Q4,12,December,Tuesday,No,Night,22:00,06:00,1.043
2024-12-18,2024,Q4,12,December,Wednesday,No,Morning,06:00,14:00,1.044
2024-12-18,2024,Q4,12,December,Wednesday,No,Afternoon,14:00,22:00,1.044
2024-12-18,2024,Q4,12,December,Wednesday,No,Night,22:00,06:00,1.044
2024-12-19,2024,Q4,12,December,Thursday,No,Morning,06:00,14:00,1.044
2024-12-19,2024,Q4,12,December,Thursday,No,Afternoon,14:00,22:00,1.044
2024-12-19,2024,Q4,12,December,Thursday,No,Night,22:00,06:00,1.044
2024-12-20,2024,Q4,12,December,Friday,No,Morning,06:00,14:00,1.044
2024-12-20,2024,Q4,12,December,Friday,No,Afternoon,14:00,22:00,1.044
2024-12-20,2024,Q4,12,December,Friday,No,Night,22:00,06:00,1.044
2024-12-21,2024,Q4,12,December,Saturday,Yes,Morning,06:00,14:00,1.044
2024-12-21,2024,Q4,12,December,Saturday,Yes,Afternoon,14:00,22:00,1.044
